Movie_title,Movie_title-href,Title,Director_1,Director_2,Actor_1,Actor_2,Actor_3,writer_1,writer_2,plot_Keyword_1,Plot_keyWord_2,plot_keyword_3,Genre_1,Genre_2,Genre_3,Production_Company_1,Production_Company_2,production_company_3,Release_month,Certificate_link,Certificate_link-href,Certificate,award_link,award_link-href,Award_1,Number_of_IMDB_user_reviews,Number_of_IMDB_critic_reviews,Number_of_IMBb_ratings,IMDb_score,Award_1_status,award_2,Award_2_status,Popularity,total_award_nomination,Country,language_1,language_2,film_location_1
Human Cake,http://www.imdb.com/title/tt5953378/?ref_=adv_li_tt,Human Cake (2016),George Miller,null,Ian Carter,Anthony Fantano,Anthony Fantano,Ian Carter,George Miller,null,null,Comedy,Documentary,Short,Comedy,null,null,null,Comedy,,,,null,,,5 user,null,9.7,"1,977",,,,null,null,Australia,View content advisory,null,company contact information
Doctor Strange: Across Time and Space,http://www.imdb.com/title/tt6599758/?ref_=adv_li_tt,Doctor Strange: Across Time and Space (2017),Tilda Swinton,Mads Mikkelsen,null,Jonathan Eusebio,Jonathan Eusebio,null,null,dvd extra,null,null,dvd extra,Short,null,null,null,null,Video 28 February 2017,,,,null,,,null,null,6.8,13,,,,null,null,English,See more,null,Color
Curse of the Man Who Sees UFOs,http://www.imdb.com/title/tt5792702/?ref_=adv_li_tt,Curse of the Man Who Sees UFOs (2016),Justin Gaar,null,Christo Roppolo,Laurence Cefalu,Laurence Cefalu,Christo Roppolo,Dennis Deakin,ufos,alien,Mystery,ufos,alien,1 video,Not A Plane,null,null,Mystery,See more,http://www.imdb.com/title/tt5792702/releaseinfo?ref_=tt_dt_dt,null,,,,3 user,5 critic,7.4,184,,,,null,See more awards »,English,See more,null,company contact information
Boy Interrupted,http://www.imdb.com/title/tt1327819/?ref_=adv_li_tt,Boy Interrupted (2009),Dana Heinz Perry,null,Evan Scott Perry,Hart Perry,Hart Perry,Evan Scott Perry,Dana Heinz Perry,suicide,bipolar disorder,Drama,suicide,bipolar disorder,teenage boy,Perry Films,null,null,Drama,,,,See more awards,http://www.imdb.com/title/tt1327819/awards?ref_=tt_awd,"Sundance Film Festival
 2009",10 user,4 critic,8,"1,398",null,null,null,null,See more awards »,USA,English,null,null
Medicine of the Wolf,http://www.imdb.com/title/tt3410054/?ref_=adv_li_tt,Medicine of the Wolf (2015),Julia Huffman,null,Julia Huffman,Saginaw Grant,Saginaw Grant,Julia Huffman,Julia Huffman,f rated,null,Drama,f rated,Adventure,1 news article,null,null,null,Drama,,,See more awards,http://www.imdb.com/title/tt3410054/awards?ref_=tt_awd,"Arizona International Film Festival
 2015",4 user,1 critic,8.2,85,null,"Minneapolis St. Paul International Film Festival
 2015",null,null,See more awards »,English,See more,null,company contact information,
The Unknown Known,http://www.imdb.com/title/tt2390962/?ref_=adv_li_tt,The Unknown Known (2013),Errol Morris,null,Errol Morris,Participant Media,Participant Media,Errol Morris,null,secretary of defense,war on terror,History,secretary of defense,war on terror,2 videos,History Films,Moxie Pictures,Participant Media,History,,,See more awards,http://www.imdb.com/title/tt2390962/awards?ref_=tt_awd,"Bergen International Film Festival
 2013",26 user,97 critic,7.1,"3,247",null,"Chicago International Film Festival
 2013",null,null,See more awards »,English,See more,null,null,
The Dudesons Movie,http://www.imdb.com/title/tt0774095/?ref_=adv_li_tt,The Dudesons Movie (2006),Jarno Laasala,Tuukka Tiensuu,Jarno Laasala,Jarno Laasala,Jarno Laasala,Jarno Laasala,Jukka Hilden,stunt,extreme,Comedy,stunt,extreme,male nudity,Oy Rabbit Films Ltd.,null,null,Comedy,,,See more awards,http://www.imdb.com/title/tt0774095/awards?ref_=tt_awd,"Jussi Awards
 2007",7 user,5 critic,6.2,"2,997",null,null,null,null,See more awards »,Finland,Finnish,English,Finland,
Sea of Life,http://www.imdb.com/title/tt7143760/?ref_=adv_li_tt,Sea of Life (2017),Julia Barnes,null,Julia Barnes,Daryn Caister,Daryn Caister,Julia Barnes,null,null,null,null,Documentary,null,1 video,Oceanic Productions,null,null,null,,,See more awards,http://www.imdb.com/title/tt7143760/awards?ref_=tt_awd,"Blue Ocean Film Festival and Conservation Summit
 2016",1 critic,null,null,null,null,"Cayman Islands International Film Festival
 2017",null,null,See more awards »,Canada,Add content advisory for parents,null,company contact information,
My Winnipeg,http://www.imdb.com/title/tt1093842/?ref_=adv_li_tt,My Winnipeg (2007),Guy Maddin,null,Guy Maddin,Louis Negin,Louis Negin,Guy Maddin,George Toles,winnipeg manitoba,hockey,Drama,winnipeg manitoba,hockey,1 video,Buffalo Gal Pictures,Documentary Channel,Everyday Pictures,Drama,,,See more awards,http://www.imdb.com/title/tt1093842/awards?ref_=tt_awd,"Chlotrudis Awards
 2009",28 user,120 critic,7.7,"4,015",null,"Cinema Eye Honors Awards, US
 2009",null,null,See more awards »,Canada,English,null,"Winnipeg, Manitoba, Canada",
Is the Man Who Is Tall Happy?,http://www.imdb.com/title/tt1817287/?ref_=adv_li_tt,Is the Man Who Is Tall Happy? (2013),Michel Gondry,null,Michel Gondry,Richard Feynman,Richard Feynman,Michel Gondry,null,interview,analysis,epistemology,interview,analysis,1 video,Partizan Films,Partizan,null,25 November 2013 (USA),,,See more awards,http://www.imdb.com/title/tt1817287/awards?ref_=tt_awd,"Village Voice Film Poll
 2013",16 user,66 critic,7.1,"2,813",null,null,null,null,See more awards »,English,See more,null,null,
Jago: A Life Underwater,http://www.imdb.com/title/tt5141686/?ref_=adv_li_tt,Jago: A Life Underwater (2015),James Reed,James Morgan,Matthew Houghton,Underdog Films,Underdog Films,Matthew Houghton,James Reed,null,null,null,Documentary,null,null,Fantomeline Pictures,James Morgan Films,Underdog Films,null,,,See more awards,http://www.imdb.com/title/tt5141686/awards?ref_=tt_awd,"Jackson Hole Wildlife Film Festival
 2015",1 user,null,8.2,65,null,null,null,null,See more awards »,See more,See more,null,Stereo,
The Wildest Dream,http://www.imdb.com/title/tt1509276/?ref_=adv_li_tt,The Wildest Dream (2010),Anthony Geffen,null,Mark MacKenzie,Robert Macfarlane,Robert Macfarlane,Mark MacKenzie,Mark Halliley,summit,mountaineer,Biography,summit,mountaineer,28 news articles,Altitude Films,British Broadcasting Corporation (BBC),National Geographic Entertainment,Biography,,,See more awards,http://www.imdb.com/title/tt1509276/awards?ref_=tt_awd,"Boulder International Film Festival
 2010",11 user,17 critic,7.3,"1,904",null,"Giant Screen Cinema Association
 2011",null,null,See more awards »,USA,See more,null,"Mobberley, Cheshire, England, UK",
The Founders,http://www.imdb.com/title/tt4935212/?ref_=adv_li_tt,The Founders (2016),Charlene Fisk,Carrie Schrader,Dana Lee,Caleb Messer,Caleb Messer,Dana Lee,Carrie Schrader,f rated,null,null,f rated,null,null,Mighty Fine Pictures,null,null,null,,,See more awards,http://www.imdb.com/title/tt4935212/awards?ref_=tt_awd,"Atlanta Film Festival
 2016",8 user,2 critic,8.9,24,null,"Cleveland International Film Festival
 2017",null,null,See more awards »,USA,English,null,null,
How to Survive a Plague,http://www.imdb.com/title/tt2124803/?ref_=adv_li_tt,How to Survive a Plague (2012),David France,null,David France,Iris Long,Iris Long,David France,Woody Richman,death,treatment,News,death,treatment,2 videos,Public Square Films,Ninety Thousand Words,Ted Snowdon Foundation,News,,,See more awards,http://www.imdb.com/title/tt2124803/awards?ref_=tt_awd,"Academy Awards, USA
 2013",19 user,73 critic,7.6,"3,171",null,"Awards Circuit Community Awards
 2012",null,null,"Another
      13 wins & 19 nominations.",USA,English,null,null,
Hated: GG Allin & the Murder Junkies,http://www.imdb.com/title/tt0107086/?ref_=adv_li_tt,Hated: GG Allin & the Murder Junkies (1993),Todd Phillips,null,Todd Phillips,Shireen Kadivar,Shireen Kadivar,Todd Phillips,null,punk,punk rock,Music,punk,punk rock,12 news articles,Skinny Nervous Guy,null,null,Music,,,See more awards,http://www.imdb.com/title/tt0107086/awards?ref_=tt_awd,"New Orleans Film Festival
 1994",30 user,20 critic,7.3,"2,273",null,null,null,null,See more awards »,English,See more,null,company contact information,
Wings of Hope,http://www.imdb.com/title/tt0249248/?ref_=adv_li_tt,Wings of Hope (2000),Werner Herzog,null,Werner Herzog,Juan Zaplana Ramirez,Juan Zaplana Ramirez,Werner Herzog,null,jungle,sole survivor,Biography,jungle,sole survivor,survivor,Werner Herzog Filmproduktion,ZDF Enterprises,BBC Bristol,Biography,,,See more awards,http://www.imdb.com/title/tt0249248/awards?ref_=tt_awd,"Adolf Grimme Awards, Germany
 2001",9 user,4 critic,7.7,691,null,null,null,null,See more awards »,English,See more,null,null,
Paper Clips,http://www.imdb.com/title/tt0380615/?ref_=adv_li_tt,Paper Clips (2004),Elliot Berlin,Joe Fab,Joe Fab,Tom Bosley,Tom Bosley,Joe Fab,null,holocaust,student,paper clip,holocaust,student,1 news article,Ergo Entertainment,The Johnson Group,null,4 August 2006 (UK),,,See more awards,http://www.imdb.com/title/tt0380615/awards?ref_=tt_awd,"Atlanta Jewish Film Festival
 2004",40 user,28 critic,7.4,"1,609",null,"Jackson Hole Film Festival
 2004",null,null,See more awards »,USA,English,German,"Whitwell, Tennessee, USA",
Tyson,http://www.imdb.com/title/tt1032821/?ref_=adv_li_tt,Tyson (2008),James Toback,null,James Toback,Trevor Berbick,Trevor Berbick,James Toback,null,boxing,reference to mike tyson,Sport,boxing,reference to mike tyson,1 video,Fyodor Productions,Defiance Entertainment,Green Room Films,Sport,,,See more awards,http://www.imdb.com/title/tt1032821/awards?ref_=tt_awd,"Black Reel Awards
 2010",61 user,114 critic,7.5,"11,084",null,"Cannes Film Festival
 2008",null,null,See more awards »,USA,English,null,null,
I Am Big Bird: The Caroll Spinney Story,http://www.imdb.com/title/tt2358456/?ref_=adv_li_tt,I Am Big Bird: The Caroll Spinney Story (2014),Dave LaMattina,Chad N. Walker,Dave LaMattina,Frank Oz,Frank Oz,Dave LaMattina,null,sesame street,puppeteer,Drama,sesame street,puppeteer,1 video,Copper Pot Pictures,null,null,Drama,,,See more awards,http://www.imdb.com/title/tt2358456/awards?ref_=tt_awd,"Cleveland International Film Festival
 2015",11 user,48 critic,7.5,"1,086",null,"Hot Docs Canadian International Documentary Festival
 2014",null,null,See more awards »,USA,English,null,"New York City, New York, USA",
The House I Live In,http://www.imdb.com/title/tt2125653/?ref_=adv_li_tt,The House I Live In (2012),Eugene Jarecki,null,Eugene Jarecki,Mark W. Bennett,Mark W. Bennett,Eugene Jarecki,Christopher St. John,judge,federal judge,narcotics,judge,federal judge,1 video,Al Jazeera Documentary Channel,British Broadcasting Corporation (BBC),Charlotte Street Films,null,,,See more awards,http://www.imdb.com/title/tt2125653/awards?ref_=tt_awd,"Abu Dhabi Film Festival
 2012",24 user,48 critic,7.9,"4,815",null,"African-American Film Critics Association (AAFCA)
 2012",null,null,See more awards »,Netherlands,See more,null,"New Haven, Connecticut, USA",
Look & See: A Portrait of Wendell Berry,http://www.imdb.com/title/tt2335444/?ref_=adv_li_tt,Look & See: A Portrait of Wendell Berry (2016),Laura Dunn,Jef Sewell,John Berry Jr.,Tanya Berry,Tanya Berry,John Berry Jr.,Mary Berry,null,null,null,Documentary,null,1 video,Two Birds Film,null,null,null,,,See more awards,http://www.imdb.com/title/tt2335444/awards?ref_=tt_awd,"Environmental Film Festival in the Nation's Capital
 2016",1 user,10 critic,7.3,38,null,"Montclair Film Festival (MFF)
 2016",null,null,See more awards »,USA,Add content advisory for parents,null,"Henry County, Kentucky, USA",
The Business of Being Born,http://www.imdb.com/title/tt0995061/?ref_=adv_li_tt,The Business of Being Born (2008),Abby Epstein,null,Mary Helen Ayres,Sylvie Blaustein,Sylvie Blaustein,Mary Helen Ayres,Julia Barnett,birth,hospital,unconsciousness,birth,hospital,29 news articles,Barranca Productions,null,null,null,,,See more awards,http://www.imdb.com/title/tt0995061/awards?ref_=tt_awd,"Zurich Film Festival
 2007",18 user,26 critic,7.4,"1,205",null,null,null,null,See more awards »,USA,English,null,null,
Mau Mau Sex Sex,http://www.imdb.com/title/tt0243408/?ref_=adv_li_tt,Mau Mau Sex Sex (2001),Ted Bonnitt,null,Eddie Muller,Frank Henenlotter,Frank Henenlotter,Eddie Muller,null,grindhouse,producer,los angeles california,grindhouse,producer,3 news articles,RadioPictures.com,null,null,null,,,See more awards,http://www.imdb.com/title/tt0243408/awards?ref_=tt_awd,"Golden Trailer Awards
 2002",5 user,22 critic,7.3,142,null,null,null,null,See more awards »,USA,English,null,null,
Lake of Fire,http://www.imdb.com/title/tt0841119/?ref_=adv_li_tt,Lake of Fire (2006),Tony Kaye,null,Tony Kaye,Flip Benham,Flip Benham,Tony Kaye,null,abortion,title based on the bible,usa,abortion,title based on the bible,56 news articles,Anonymous Content,null,null,null,,,See more awards,http://www.imdb.com/title/tt0841119/awards?ref_=tt_awd,"Chicago Film Critics Association Awards
 2007",29 user,46 critic,8.3,"2,248",null,"Chlotrudis Awards
 2008",null,null,See more awards »,English,See more,null,null,
Everest,http://www.imdb.com/title/tt0120661/?ref_=adv_li_tt,Everest (1998),David Breashears,Stephen Judson,Tim Cahill,Dorje Sherpa,Dorje Sherpa,Tim Cahill,Stephen Judson,mount everest,mountaineering,himalayas,mount everest,mountaineering,66 news articles,Arcturus Motion Pictures,MacGillivray Freeman Films,Polartec,6 March 1998 (USA),,,See more awards,http://www.imdb.com/title/tt0120661/awards?ref_=tt_awd,"Columbus International Film & Video Festival
 1998",27 user,31 critic,7.1,"2,899",null,"Motion Picture Sound Editors, USA
 1999",null,null,See more awards »,USA,English,null,"Colorado, USA",
A Bigger Splash,http://www.imdb.com/title/tt0071219/?ref_=adv_li_tt,A Bigger Splash (1973),Jack Hazan,null,Jack Hazan,Celia Birtwell,Celia Birtwell,Jack Hazan,David Mingay,male nudity,male rear nudity,Drama,male nudity,male rear nudity,36 news articles,Buzzy Enterprises,Circle Associates Ltd.,null,Drama,,,See more awards,http://www.imdb.com/title/tt0071219/awards?ref_=tt_awd,"Chicago International Film Festival
 1974",8 user,17 critic,5.5,239,null,"Locarno International Film Festival
 1974",null,null,See more awards »,English,See more,null,null,
Defying the Nazis: The Sharps' War,http://www.imdb.com/title/tt1339660/?ref_=adv_li_tt,Defying the Nazis: The Sharps' War (2016),Ken Burns,Artemis Joukowsky,David Blitstein,No Limits Media,No Limits Media,David Blitstein,Artemis Joukowsky,refugee,interview,War,refugee,interview,1 video,Florentine Films,Journey to Freedom,No Limits Media,War,,,See more awards,http://www.imdb.com/title/tt1339660/awards?ref_=tt_awd,"Amsterdam Film Festival
 2012",1 user,3 critic,7.4,168,null,"Boston International Film Festival
 2013",null,null,See more awards »,USA,English,null,Czech Republic,
Manson,http://www.imdb.com/title/tt0068918/?ref_=adv_li_tt,Manson (1973),Robert Hendrickson,Laurence Merrick,Joan Huntington,Bruce Davis,Bruce Davis,Joan Huntington,Laurence Merrick,interview,charles manson,Crime,interview,charles manson,murder,Merrick International,Tobann International Pictures,null,Crime,,,See more awards,http://www.imdb.com/title/tt0068918/awards?ref_=tt_awd,"Academy Awards, USA
 1973",21 user,9 critic,7.4,661,null,null,null,null,See more awards »,English,See more,null,null,
Shadow World,http://www.imdb.com/title/tt2626338/?ref_=adv_li_tt,Shadow World (2016),Johan Grimonprez,null,Andrew Feinstein,Louverture Films,Louverture Films,Andrew Feinstein,Andrew Feinstein,arms trade,military,global trade,arms trade,military,32 news articles,Dillywood,Final Cut for Real,Louverture Films,null,,,See more awards,http://www.imdb.com/title/tt2626338/awards?ref_=tt_awd,"Edinburgh International Film Festival
 2016",4 user,7 critic,7.5,408,null,null,null,null,See more awards »,Belgium,English,Spanish,null,
Daft Punk Unchained,http://www.imdb.com/title/tt3833822/?ref_=adv_li_tt,Daft Punk Unchained (2015),Hervé Martin-Delpierre,null,Marina Rozenman,Skrillex,Skrillex,Marina Rozenman,Hervé Martin-Delpierre,null,null,null,Documentary,Music,16 news articles,BBC Worldwide Productions,null,null,24 June 2015 (France),,,See more awards,http://www.imdb.com/title/tt3833822/awards?ref_=tt_awd,"Doclisboa International Film Festival
 2015",3 user,6 critic,7.3,"2,227",null,null,null,null,See more awards »,English,See all certifications,null,company contact information,
Machines,http://www.imdb.com/title/tt5690244/?ref_=adv_li_tt,Machines (2016),Rahul Jain,null,null,IV Films,IV Films,null,null,fabric,textile factory,labour,fabric,textile factory,22 news articles,Jann Pictures,Pallas Film,IV Films,null,,,See more awards,http://www.imdb.com/title/tt5690244/awards?ref_=tt_awd,"CPH:DOX
 2017",1 user,17 critic,7.8,133,null,"DocAviv Film Festival
 2017",null,null,See more awards »,India,Hindi,English,"Surat, India",
Antarctica: A Year on Ice,http://www.imdb.com/title/tt2361700/?ref_=adv_li_tt,Antarctica: A Year on Ice (2013),Anthony Powell,null,Simon Price,William Brotman,William Brotman,Simon Price,null,antarctica,null,Biography,antarctica,Adventure,1 video,Antzworks,null,null,Biography,,,See more awards,http://www.imdb.com/title/tt2361700/awards?ref_=tt_awd,"Anchorage International Film Festival
 2013",18 user,31 critic,7.6,"2,748",null,"Bel Air Film Festival
 2013",null,null,See more awards »,New Zealand,English,null,Antarctica,
Bobby Fischer Against the World,http://www.imdb.com/title/tt1777551/?ref_=adv_li_tt,Bobby Fischer Against the World (2011),Liz Garbus,null,Bobby Fischer,Anthony Saidy,Anthony Saidy,Bobby Fischer,David Edmonds,troubled childhood,cold war,History,troubled childhood,cold war,chess,HBO Documentary Films,LM Media Production,Moxie Firecracker Films,History,,,See more awards,http://www.imdb.com/title/tt1777551/awards?ref_=tt_awd,"Primetime Emmy Awards
 2012",33 user,64 critic,7.4,"5,976",null,"Cinema Audio Society, USA
 2012",null,null,"Another
      1 win & 3 nominations.",USA,See more,Russian,"Reykjavík, Iceland",
Hawking,http://www.imdb.com/title/tt2830416/?ref_=adv_li_tt,Hawking (2013),Stephen Finnigan,null,Stephen Hawking,Finlay Macrae,Finlay Macrae,Stephen Hawking,Stephen Finnigan,genius,autographed photograph,Comedy,genius,autographed photograph,318 news articles,Darlow Smithson Productions,null,null,Comedy,,,See more awards,http://www.imdb.com/title/tt2830416/awards?ref_=tt_awd,"Golden Trailer Awards
 2014",7 user,22 critic,7.3,"1,373",null,null,null,null,See more awards »,UK,English,null,null,
