movie_link,movie_link-href,movie_title,Duration,metacritic_movie_ranking_Awards,MetaScore_link,MetaScore_link-href,Number_of_critic_review,MetaScore,critic_review_positive,metacritic_review_mixed,metacritc_review_Negetive,User_review_link,User_review_link-href,user_ratings,metacrtic_user_Score,metaCrtic_user_review_positive,metacritic_user_review_mixed,metacritic_user_review_Negetive
The Widowmaker,http://www.metacritic.com/movie/the-widowmaker,The Widowmaker,96 min,null,METASCORE,http://www.metacritic.com/movie/the-widowmaker/critic-reviews,based on 5 Critics,70,5,0,0,User Reviews,http://www.metacritic.com/movie/the-widowmaker/user-reviews,null,tbd,1,0,0
Magician: The Astonishing Life and Work of Orson Welles,http://www.metacritic.com/movie/magician-the-astonishing-life-and-work-of-orson-welles,Magician: The Astonishing Life and Work of Orson Welles,null,null,METASCORE,http://www.metacritic.com/movie/magician-the-astonishing-life-and-work-of-orson-welles/critic-reviews,based on 16 Critics,67,11,5,0,User Reviews,http://www.metacritic.com/movie/magician-the-astonishing-life-and-work-of-orson-welles/user-reviews,based on 5 Ratings,4.6,1,null,2
We Are the Giant,http://www.metacritic.com/movie/we-are-the-giant,We Are the Giant,92 min,null,METASCORE,http://www.metacritic.com/movie/we-are-the-giant/critic-reviews,based on 13 Critics,52,6,4,null,User Reviews,http://www.metacritic.com/movie/we-are-the-giant/user-reviews,null,tbd,null,null,null
Deli Man,http://www.metacritic.com/movie/deli-man,Deli Man,null,null,METASCORE,http://www.metacritic.com/movie/deli-man/critic-reviews,based on 12 Critics,62,6,6,0,User Reviews,http://www.metacritic.com/movie/deli-man/user-reviews,null,tbd,2,0,0
Vessel,http://www.metacritic.com/movie/vessel,Vessel,90 min,null,METASCORE,http://www.metacritic.com/movie/vessel/critic-reviews,based on 4 Critics,68,3,1,0,User Reviews,http://www.metacritic.com/movie/vessel/user-reviews,null,tbd,null,null,null
The Other Man: F.W. de Klerk and the End of Apartheid,http://www.metacritic.com/movie/the-other-man-fw-de-klerk-and-the-end-of-apartheid,The Other Man: F.W. de Klerk and the End of Apartheid,75 min,null,METASCORE,http://www.metacritic.com/movie/the-other-man-fw-de-klerk-and-the-end-of-apartheid/critic-reviews,based on 5 Critics,62,3,2,0,User Reviews,http://www.metacritic.com/movie/the-other-man-fw-de-klerk-and-the-end-of-apartheid/user-reviews,null,tbd,null,null,null
My Life Directed by Nicolas Winding Refn,http://www.metacritic.com/movie/my-life-directed-by-nicolas-winding-refn,My Life Directed by Nicolas Winding Refn,58 min,null,METASCORE,http://www.metacritic.com/movie/my-life-directed-by-nicolas-winding-refn/critic-reviews,based on 9 Critics,50,2,6,null,User Reviews,http://www.metacritic.com/movie/my-life-directed-by-nicolas-winding-refn/user-reviews,based on 6 Ratings,8.2,5,0,0
"Farewell, Herr Schwarz",http://www.metacritic.com/movie/farewell-herr-schwarz,"Farewell, Herr Schwarz",96 min,null,METASCORE,http://www.metacritic.com/movie/farewell-herr-schwarz/critic-reviews,based on 7 Critics,72,7,0,0,User Reviews,http://www.metacritic.com/movie/farewell-herr-schwarz/user-reviews,null,tbd,null,null,null
Mad As Hell,http://www.metacritic.com/movie/mad-as-hell,Mad As Hell,80 min,null,METASCORE,http://www.metacritic.com/movie/mad-as-hell/critic-reviews,based on 9 Critics,52,4,4,null,User Reviews,http://www.metacritic.com/movie/mad-as-hell/user-reviews,based on 4 Ratings,7.3,3,0,1
Above and Beyond,http://www.metacritic.com/movie/above-and-beyond,Above and Beyond,90 min,null,METASCORE,http://www.metacritic.com/movie/above-and-beyond/critic-reviews,based on 9 Critics,69,7,2,0,User Reviews,http://www.metacritic.com/movie/above-and-beyond/user-reviews,based on 4 Ratings,8,3,0,0
Approaching the Elephant,http://www.metacritic.com/movie/approaching-the-elephant,Approaching the Elephant,89 min,#47 Best Movie of 2015,METASCORE,http://www.metacritic.com/movie/approaching-the-elephant/critic-reviews,based on 7 Critics,82,7,0,0,User Reviews,http://www.metacritic.com/movie/approaching-the-elephant/user-reviews,null,tbd,1,0,0
Farewell to Hollywood,http://www.metacritic.com/movie/farewell-to-hollywood,Farewell to Hollywood,90 min,null,METASCORE,http://www.metacritic.com/movie/farewell-to-hollywood/critic-reviews,based on 6 Critics,63,4,2,0,User Reviews,http://www.metacritic.com/movie/farewell-to-hollywood/user-reviews,null,tbd,1,0,0
Sagrada: The Mystery of Creation,http://www.metacritic.com/movie/sagrada-the-mystery-of-creation,Sagrada: The Mystery of Creation,89 min,null,METASCORE,http://www.metacritic.com/movie/sagrada-the-mystery-of-creation/critic-reviews,based on 6 Critics,55,3,3,0,User Reviews,http://www.metacritic.com/movie/sagrada-the-mystery-of-creation/user-reviews,null,tbd,3,0,0
Ballet 422,http://www.metacritic.com/movie/ballet-422,Ballet 422,75 min,null,METASCORE,http://www.metacritic.com/movie/ballet-422/critic-reviews,based on 16 Critics,74,14,2,0,User Reviews,http://www.metacritic.com/movie/ballet-422/user-reviews,based on 10 Ratings,6.6,6,null,2
The Barefoot Artist,http://www.metacritic.com/movie/the-barefoot-artist,The Barefoot Artist,83 min,null,METASCORE,http://www.metacritic.com/movie/the-barefoot-artist/critic-reviews,based on 5 Critics,57,3,2,0,User Reviews,http://www.metacritic.com/movie/the-barefoot-artist/user-reviews,null,tbd,0,0,0
The Search for General Tso,http://www.metacritic.com/movie/the-search-for-general-tso,The Search for General Tso,71 min,null,METASCORE,http://www.metacritic.com/movie/the-search-for-general-tso/critic-reviews,based on 9 Critics,72,7,2,0,User Reviews,http://www.metacritic.com/movie/the-search-for-general-tso/user-reviews,null,tbd,1,0,0
A Spell to Ward Off the Darkness,http://www.metacritic.com/movie/a-spell-to-ward-off-the-darkness,A Spell to Ward Off the Darkness,98 min,null,METASCORE,http://www.metacritic.com/movie/a-spell-to-ward-off-the-darkness/critic-reviews,based on 5 Critics,70,4,1,0,User Reviews,http://www.metacritic.com/movie/a-spell-to-ward-off-the-darkness/user-reviews,null,tbd,null,null,null
Manny,http://www.metacritic.com/movie/manny,Manny,88 min,null,METASCORE,http://www.metacritic.com/movie/manny/critic-reviews,based on 7 Critics,35,0,5,0,User Reviews,http://www.metacritic.com/movie/manny/user-reviews,based on 7 Ratings,4.6,2,null,3
Matt Shepard Is a Friend of Mine,http://www.metacritic.com/movie/matt-shepard-is-a-friend-of-mine,Matt Shepard Is a Friend of Mine,89 min,null,METASCORE,http://www.metacritic.com/movie/matt-shepard-is-a-friend-of-mine/critic-reviews,based on 10 Critics,75,10,0,0,User Reviews,http://www.metacritic.com/movie/matt-shepard-is-a-friend-of-mine/user-reviews,based on 7 Ratings,7.6,6,0,1
Inside the Mind of Leonardo,http://www.metacritic.com/movie/inside-the-mind-of-leonardo,Inside the Mind of Leonardo,85 min,null,METASCORE,http://www.metacritic.com/movie/inside-the-mind-of-leonardo/critic-reviews,based on 5 Critics,31,0,2,0,User Reviews,http://www.metacritic.com/movie/inside-the-mind-of-leonardo/user-reviews,null,tbd,null,null,null
Maidan,http://www.metacritic.com/movie/maidan,Maidan,134 min,#25 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/maidan/critic-reviews,based on 9 Critics,86,9,0,0,User Reviews,http://www.metacritic.com/movie/maidan/user-reviews,based on 9 Ratings,6,3,null,2
La Última Película,http://www.metacritic.com/movie/la-ltima-pelicula,La Última Película,88 min,null,METASCORE,http://www.metacritic.com/movie/la-ltima-pelicula/critic-reviews,based on 6 Critics,62,3,3,0,User Reviews,http://www.metacritic.com/movie/la-ltima-pelicula/user-reviews,null,tbd,null,null,null
On the Way to School,http://www.metacritic.com/movie/on-the-way-to-school,On the Way to School,77 min,null,METASCORE,http://www.metacritic.com/movie/on-the-way-to-school/critic-reviews,based on 4 Critics,57,2,2,0,User Reviews,http://www.metacritic.com/movie/on-the-way-to-school/user-reviews,null,tbd,null,null,null
Tales of the Grim Sleeper,http://www.metacritic.com/movie/tales-of-the-grim-sleeper,Tales of the Grim Sleeper,110 min,#30 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/tales-of-the-grim-sleeper/critic-reviews,based on 9 Critics,85,9,0,0,User Reviews,http://www.metacritic.com/movie/tales-of-the-grim-sleeper/user-reviews,null,tbd,2,0,1
Joy of Man's Desiring,http://www.metacritic.com/movie/joy-of-mans-desiring,Joy of Man's Desiring,70 min,null,METASCORE,http://www.metacritic.com/movie/joy-of-mans-desiring/critic-reviews,based on 4 Critics,72,4,0,0,User Reviews,http://www.metacritic.com/movie/joy-of-mans-desiring/user-reviews,null,tbd,null,null,null
On Any Sunday: The Next Chapter,http://www.metacritic.com/movie/on-any-sunday-the-next-chapter,On Any Sunday: The Next Chapter,90 min,null,METASCORE,http://www.metacritic.com/movie/on-any-sunday-the-next-chapter/critic-reviews,based on 10 Critics,53,3,6,null,User Reviews,http://www.metacritic.com/movie/on-any-sunday-the-next-chapter/user-reviews,based on 6 Ratings,5,2,null,3
Death Metal Angola,http://www.metacritic.com/movie/death-metal-angola,Death Metal Angola,90 min,null,METASCORE,http://www.metacritic.com/movie/death-metal-angola/critic-reviews,based on 4 Critics,68,3,1,0,User Reviews,http://www.metacritic.com/movie/death-metal-angola/user-reviews,null,tbd,null,null,null
The Kingdom of Dreams and Madness,http://www.metacritic.com/movie/the-kingdom-of-dreams-and-madness,The Kingdom of Dreams and Madness,118 min,null,METASCORE,http://www.metacritic.com/movie/the-kingdom-of-dreams-and-madness/critic-reviews,based on 12 Critics,75,10,2,0,User Reviews,http://www.metacritic.com/movie/the-kingdom-of-dreams-and-madness/user-reviews,based on 13 Ratings,8.1,12,0,1
Revenge of the Mekons,http://www.metacritic.com/movie/revenge-of-the-mekons,Revenge of the Mekons,95 min,#78 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/revenge-of-the-mekons/critic-reviews,based on 13 Critics,77,11,2,0,User Reviews,http://www.metacritic.com/movie/revenge-of-the-mekons/user-reviews,null,tbd,0,0,0
Night Will Fall,http://www.metacritic.com/movie/night-will-fall,Night Will Fall,75 min,#29 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/night-will-fall/critic-reviews,based on 10 Critics,85,10,0,0,User Reviews,http://www.metacritic.com/movie/night-will-fall/user-reviews,based on 7 Ratings,7.6,6,0,1
Antarctica: A Year on Ice,http://www.metacritic.com/movie/antarctica-a-year-on-ice,Antarctica: A Year on Ice,91 min,null,METASCORE,http://www.metacritic.com/movie/antarctica-a-year-on-ice/critic-reviews,based on 8 Critics,69,7,0,0,User Reviews,http://www.metacritic.com/movie/antarctica-a-year-on-ice/user-reviews,based on 6 Ratings,8,6,0,0
Food Chains,http://www.metacritic.com/movie/food-chains,Food Chains,83 min,null,METASCORE,http://www.metacritic.com/movie/food-chains/critic-reviews,based on 6 Critics,62,4,2,0,User Reviews,http://www.metacritic.com/movie/food-chains/user-reviews,null,tbd,null,null,null
The Invisible Front,http://www.metacritic.com/movie/the-invisible-front,The Invisible Front,76 min,null,METASCORE,http://www.metacritic.com/movie/the-invisible-front/critic-reviews,based on 4 Critics,65,2,2,0,User Reviews,http://www.metacritic.com/movie/the-invisible-front/user-reviews,null,tbd,null,null,null
Plot for Peace,http://www.metacritic.com/movie/plot-for-peace,Plot for Peace,84 min,null,METASCORE,http://www.metacritic.com/movie/plot-for-peace/critic-reviews,based on 9 Critics,75,8,1,0,User Reviews,http://www.metacritic.com/movie/plot-for-peace/user-reviews,null,tbd,null,null,null
Happy Valley,http://www.metacritic.com/movie/happy-valley,Happy Valley,98 min,#100 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/happy-valley/critic-reviews,based on 15 Critics,76,13,2,0,User Reviews,http://www.metacritic.com/movie/happy-valley/user-reviews,based on 11 Ratings,7.5,8,0,0
Monk With a Camera,http://www.metacritic.com/movie/monk-with-a-camera,Monk With a Camera,90 min,null,METASCORE,http://www.metacritic.com/movie/monk-with-a-camera/critic-reviews,based on 6 Critics,56,3,2,null,User Reviews,http://www.metacritic.com/movie/monk-with-a-camera/user-reviews,null,tbd,null,null,null
Little Hope Was Arson,http://www.metacritic.com/movie/little-hope-was-arson,Little Hope Was Arson,71 min,null,METASCORE,http://www.metacritic.com/movie/little-hope-was-arson/critic-reviews,based on 6 Critics,78,5,1,0,User Reviews,http://www.metacritic.com/movie/little-hope-was-arson/user-reviews,null,tbd,0,0,0
Drug Lord: The Legend of Shorty,http://www.metacritic.com/movie/drug-lord-the-legend-of-shorty,Drug Lord: The Legend of Shorty,90 min,null,METASCORE,http://www.metacritic.com/movie/drug-lord-the-legend-of-shorty/critic-reviews,based on 5 Critics,53,2,3,0,User Reviews,http://www.metacritic.com/movie/drug-lord-the-legend-of-shorty/user-reviews,null,tbd,null,null,null
True Son,http://www.metacritic.com/movie/true-son,True Son,72 min,null,METASCORE,http://www.metacritic.com/movie/true-son/critic-reviews,based on 5 Critics,72,5,0,0,User Reviews,http://www.metacritic.com/movie/true-son/user-reviews,null,tbd,1,0,0
Remote Area Medical,http://www.metacritic.com/movie/remote-area-medical,Remote Area Medical,81 min,null,METASCORE,http://www.metacritic.com/movie/remote-area-medical/critic-reviews,based on 10 Critics,71,8,2,0,User Reviews,http://www.metacritic.com/movie/remote-area-medical/user-reviews,null,tbd,null,null,null
21 Years: Richard Linklater,http://www.metacritic.com/movie/21-years-richard-linklater,21 Years: Richard Linklater,78 min,null,METASCORE,http://www.metacritic.com/movie/21-years-richard-linklater/critic-reviews,based on 10 Critics,51,4,4,null,User Reviews,http://www.metacritic.com/movie/21-years-richard-linklater/user-reviews,based on 7 Ratings,6,4,null,2
"Flamenco, Flamenco",http://www.metacritic.com/movie/flamenco-flamenco,"Flamenco, Flamenco",97 min,#40 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/flamenco-flamenco/critic-reviews,based on 7 Critics,82,7,0,0,User Reviews,http://www.metacritic.com/movie/flamenco-flamenco/user-reviews,null,tbd,1,0,0
"Pulp: A Film About Life, Death & Supermarkets",http://www.metacritic.com/movie/pulp,"Pulp: A Film About Life, Death & Supermarkets",90 min,null,METASCORE,http://www.metacritic.com/movie/pulp-a-film-about-life-death-supermarkets/critic-reviews,based on 12 Critics,62,8,4,0,User Reviews,http://www.metacritic.com/movie/pulp-a-film-about-life-death-supermarkets/user-reviews,based on 4 Ratings,8.8,4,0,0
Getting to the Nutcracker,http://www.metacritic.com/movie/getting-to-the-nutcracker,Getting to the Nutcracker,98 min,null,METASCORE,http://www.metacritic.com/movie/getting-to-the-nutcracker/critic-reviews,based on 4 Critics,53,1,3,0,User Reviews,http://www.metacritic.com/movie/getting-to-the-nutcracker/user-reviews,null,tbd,null,null,null
Pelican Dreams,http://www.metacritic.com/movie/pelican-dreams,Pelican Dreams,80 min,null,METASCORE,http://www.metacritic.com/movie/pelican-dreams/critic-reviews,based on 9 Critics,66,6,3,0,User Reviews,http://www.metacritic.com/movie/pelican-dreams/user-reviews,based on 5 Ratings,6.4,4,0,1
The Immortalists,http://www.metacritic.com/movie/the-immortalists,The Immortalists,78 min,null,METASCORE,http://www.metacritic.com/movie/the-immortalists/critic-reviews,based on 7 Critics,53,2,4,null,User Reviews,http://www.metacritic.com/movie/the-immortalists/user-reviews,null,tbd,null,null,null
The Circle,http://www.metacritic.com/movie/the-circle-2014,The Circle,102 min,null,METASCORE,http://www.metacritic.com/movie/the-circle-2014/critic-reviews,based on 9 Critics,67,5,4,0,User Reviews,http://www.metacritic.com/movie/the-circle-2014/user-reviews,based on 4 Ratings,7.5,4,0,0
Actress,http://www.metacritic.com/movie/actress,Actress,86 min,#85 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/actress/critic-reviews,based on 10 Critics,76,9,1,0,User Reviews,http://www.metacritic.com/movie/actress/user-reviews,null,tbd,1,0,0
A Small Section of the World,http://www.metacritic.com/movie/a-small-section-of-the-world,A Small Section of the World,62 min,null,METASCORE,http://www.metacritic.com/movie/a-small-section-of-the-world/critic-reviews,based on 4 Critics,46,1,2,null,User Reviews,http://www.metacritic.com/movie/a-small-section-of-the-world/user-reviews,null,tbd,null,null,null
National Gallery,http://www.metacritic.com/movie/national-gallery,National Gallery,180 min,#9 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/national-gallery/critic-reviews,based on 21 Critics,89,20,1,0,User Reviews,http://www.metacritic.com/movie/national-gallery/user-reviews,null,tbd,1,0,0
Virunga,http://www.metacritic.com/movie/virunga,Virunga,104 min,null,METASCORE,http://www.metacritic.com/movie/virunga/critic-reviews,based on 5 Critics,95,5,0,0,User Reviews,http://www.metacritic.com/movie/virunga/user-reviews,based on 50 Ratings,8.1,43,null,5
Red Army,http://www.metacritic.com/movie/red-army,Red Army,76 min,#37 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/red-army/critic-reviews,based on 33 Critics,83,32,1,0,User Reviews,http://www.metacritic.com/movie/red-army/user-reviews,based on 20 Ratings,7.7,16,null,1
Point and Shoot,http://www.metacritic.com/movie/point-and-shoot,Point and Shoot,83 min,null,METASCORE,http://www.metacritic.com/movie/point-and-shoot/critic-reviews,based on 23 Critics,65,14,8,null,User Reviews,http://www.metacritic.com/movie/point-and-shoot/user-reviews,null,tbd,1,0,1
Showrunners: The Art of Running a TV Show,http://www.metacritic.com/movie/showrunners-the-art-of-running-a-tv-show,Showrunners: The Art of Running a TV Show,90 min,null,METASCORE,http://www.metacritic.com/movie/showrunners-the-art-of-running-a-tv-show/critic-reviews,based on 4 Critics,68,3,1,0,User Reviews,http://www.metacritic.com/movie/showrunners-the-art-of-running-a-tv-show/user-reviews,null,tbd,1,0,0
Magical Universe,http://www.metacritic.com/movie/magical-universe,Magical Universe,80 min,null,METASCORE,http://www.metacritic.com/movie/magical-universe/critic-reviews,based on 6 Critics,60,4,2,0,User Reviews,http://www.metacritic.com/movie/magical-universe/user-reviews,null,tbd,null,null,null
Advanced Style,http://www.metacritic.com/movie/advanced-style,Advanced Style,72 min,null,METASCORE,http://www.metacritic.com/movie/advanced-style/critic-reviews,based on 11 Critics,66,6,5,0,User Reviews,http://www.metacritic.com/movie/advanced-style/user-reviews,null,tbd,1,0,0
Harmontown,http://www.metacritic.com/movie/harmontown,Harmontown,101 min,null,METASCORE,http://www.metacritic.com/movie/harmontown/critic-reviews,based on 14 Critics,61,9,4,null,User Reviews,http://www.metacritic.com/movie/harmontown/user-reviews,based on 14 Ratings,6.6,9,null,3
I Am Eleven,http://www.metacritic.com/movie/i-am-eleven,I Am Eleven,98 min,null,METASCORE,http://www.metacritic.com/movie/i-am-eleven/critic-reviews,based on 9 Critics,55,4,5,0,User Reviews,http://www.metacritic.com/movie/i-am-eleven/user-reviews,null,tbd,1,0,0
E-Team,http://www.metacritic.com/movie/e-team,E-Team,88 min,null,METASCORE,http://www.metacritic.com/movie/e-team/critic-reviews,based on 7 Critics,66,4,3,0,User Reviews,http://www.metacritic.com/movie/e-team/user-reviews,null,tbd,1,0,1
Keep On Keepin' On,http://www.metacritic.com/movie/keep-on-keepin-on,Keep On Keepin' On,84 min,#81 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/keep-on-keepin-on/critic-reviews,based on 18 Critics,77,16,2,0,User Reviews,http://www.metacritic.com/movie/keep-on-keepin-on/user-reviews,based on 7 Ratings,2.4,1,null,4
The Culture High,http://www.metacritic.com/movie/the-culture-high,The Culture High,120 min,null,METASCORE,http://www.metacritic.com/movie/the-culture-high/critic-reviews,based on 5 Critics,37,0,4,0,User Reviews,http://www.metacritic.com/movie/the-culture-high/user-reviews,based on 20 Ratings,8.6,18,0,2
Last Hijack,http://www.metacritic.com/movie/last-hijack,Last Hijack,83 min,null,METASCORE,http://www.metacritic.com/movie/last-hijack/critic-reviews,based on 8 Critics,61,4,4,0,User Reviews,http://www.metacritic.com/movie/last-hijack/user-reviews,null,tbd,2,0,0
The Vanquishing of the Witch Baba Yaga,http://www.metacritic.com/movie/the-vanquishing-of-the-witch-baba-yaga,The Vanquishing of the Witch Baba Yaga,73 min,null,METASCORE,http://www.metacritic.com/movie/the-vanquishing-of-the-witch-baba-yaga/critic-reviews,based on 4 Critics,74,4,0,0,User Reviews,http://www.metacritic.com/movie/the-vanquishing-of-the-witch-baba-yaga/user-reviews,null,tbd,null,null,null
Awake: The Life of Yogananda,http://www.metacritic.com/movie/awake-the-life-of-yogananda,Awake: The Life of Yogananda,87 min,null,METASCORE,http://www.metacritic.com/movie/awake-the-life-of-yogananda/critic-reviews,based on 5 Critics,54,2,3,0,User Reviews,http://www.metacritic.com/movie/awake-the-life-of-yogananda/user-reviews,based on 6 Ratings,7.8,4,null,1
Art and Craft,http://www.metacritic.com/movie/art-and-craft,Art and Craft,89 min,null,METASCORE,http://www.metacritic.com/movie/art-and-craft/critic-reviews,based on 13 Critics,68,11,2,0,User Reviews,http://www.metacritic.com/movie/art-and-craft/user-reviews,based on 5 Ratings,8.4,5,0,0
A Life in Dirty Movies,http://www.metacritic.com/movie/a-life-in-dirty-movies,A Life in Dirty Movies,80 min,null,METASCORE,http://www.metacritic.com/movie/a-life-in-dirty-movies/critic-reviews,based on 6 Critics,69,5,1,0,User Reviews,http://www.metacritic.com/movie/a-life-in-dirty-movies/user-reviews,null,tbd,1,null,1
The Decent One,http://www.metacritic.com/movie/the-decent-one,The Decent One,94 min,null,METASCORE,http://www.metacritic.com/movie/the-decent-one/critic-reviews,based on 11 Critics,55,3,6,null,User Reviews,http://www.metacritic.com/movie/the-decent-one/user-reviews,null,tbd,0,0,0
The Overnighters,http://www.metacritic.com/movie/the-overnighters,The Overnighters,102 min,#6 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/the-overnighters/critic-reviews,based on 20 Critics,89,20,0,0,User Reviews,http://www.metacritic.com/movie/the-overnighters/user-reviews,based on 14 Ratings,7.5,11,null,2
Algorithms,http://www.metacritic.com/movie/algorithms,Algorithms,100 min,null,METASCORE,http://www.metacritic.com/movie/algorithms/critic-reviews,based on 4 Critics,63,2,2,0,User Reviews,http://www.metacritic.com/movie/algorithms/user-reviews,null,tbd,1,0,0
Botso,http://www.metacritic.com/movie/botso,Botso,82 min,null,METASCORE,http://www.metacritic.com/movie/botso/critic-reviews,based on 4 Critics,71,3,1,0,User Reviews,http://www.metacritic.com/movie/botso/user-reviews,null,tbd,null,null,null
Private Violence,http://www.metacritic.com/movie/private-violence,Private Violence,80 min,null,METASCORE,http://www.metacritic.com/movie/private-violence/critic-reviews,based on 5 Critics,69,4,1,0,User Reviews,http://www.metacritic.com/movie/private-violence/user-reviews,null,tbd,1,0,0
"20,000 Days on Earth",http://www.metacritic.com/movie/20000-days-on-earth,"20,000 Days on Earth",97 min,#38 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/20000-days-on-earth/critic-reviews,based on 25 Critics,83,25,0,0,User Reviews,http://www.metacritic.com/movie/20000-days-on-earth/user-reviews,based on 30 Ratings,6.5,18,null,6
Björk: Biophilia Live,http://www.metacritic.com/movie/bjork-biophilia-live,Björk: Biophilia Live,97 min,null,METASCORE,http://www.metacritic.com/movie/bjork-biophilia-live/critic-reviews,based on 6 Critics,67,5,1,0,User Reviews,http://www.metacritic.com/movie/bjork-biophilia-live/user-reviews,based on 12 Ratings,8.2,10,0,2
Evolution of a Criminal,http://www.metacritic.com/movie/evolution-of-a-criminal,Evolution of a Criminal,81 min,null,METASCORE,http://www.metacritic.com/movie/evolution-of-a-criminal/critic-reviews,based on 5 Critics,76,5,0,0,User Reviews,http://www.metacritic.com/movie/evolution-of-a-criminal/user-reviews,null,tbd,1,0,0
Nas: Time Is Illmatic,http://www.metacritic.com/movie/nas-time-is-illmatic,Nas: Time Is Illmatic,74 min,null,METASCORE,http://www.metacritic.com/movie/nas-time-is-illmatic/critic-reviews,based on 14 Critics,72,12,2,0,User Reviews,http://www.metacritic.com/movie/nas-time-is-illmatic/user-reviews,based on 19 Ratings,7.8,14,null,3
The Supreme Price,http://www.metacritic.com/movie/the-supreme-price,The Supreme Price,75 min,null,METASCORE,http://www.metacritic.com/movie/the-supreme-price/critic-reviews,based on 5 Critics,78,5,0,0,User Reviews,http://www.metacritic.com/movie/the-supreme-price/user-reviews,null,tbd,null,null,null
Glen Campbell: I'll Be Me,http://www.metacritic.com/movie/glen-campbell-ill-be-me,Glen Campbell: I'll Be Me,116 min,#59 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/glen-campbell-ill-be-me/critic-reviews,based on 13 Critics,79,13,0,0,User Reviews,http://www.metacritic.com/movie/glen-campbell-ill-be-me/user-reviews,based on 5 Ratings,7.6,4,0,0
Pump,http://www.metacritic.com/movie/pump,Pump,88 min,null,METASCORE,http://www.metacritic.com/movie/pump/critic-reviews,based on 8 Critics,56,4,4,0,User Reviews,http://www.metacritic.com/movie/pump/user-reviews,null,tbd,null,null,null
Bitter Honey,http://www.metacritic.com/movie/bitter-honey,Bitter Honey,81 min,null,METASCORE,http://www.metacritic.com/movie/bitter-honey/critic-reviews,based on 6 Critics,62,3,3,0,User Reviews,http://www.metacritic.com/movie/bitter-honey/user-reviews,null,tbd,1,0,0
Waiting for August,http://www.metacritic.com/movie/waiting-for-august,Waiting for August,88 min,null,METASCORE,http://www.metacritic.com/movie/waiting-for-august/critic-reviews,based on 5 Critics,75,5,0,0,User Reviews,http://www.metacritic.com/movie/waiting-for-august/user-reviews,null,tbd,null,null,null
Meet the Mormons,http://www.metacritic.com/movie/meet-the-mormons,Meet the Mormons,78 min,null,METASCORE,http://www.metacritic.com/movie/meet-the-mormons/critic-reviews,based on 6 Critics,29,0,2,0,User Reviews,http://www.metacritic.com/movie/meet-the-mormons/user-reviews,based on 31 Ratings,6.5,20,null,10
I Am Ali,http://www.metacritic.com/movie/i-am-ali,I Am Ali,111 min,null,METASCORE,http://www.metacritic.com/movie/i-am-ali/critic-reviews,based on 13 Critics,55,4,7,null,User Reviews,http://www.metacritic.com/movie/i-am-ali/user-reviews,based on 5 Ratings,8,4,0,0
Citizenfour,http://www.metacritic.com/movie/citizenfour,Citizenfour,114 min,#15 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/citizenfour/critic-reviews,based on 38 Critics,88,37,1,0,User Reviews,http://www.metacritic.com/movie/citizenfour/user-reviews,based on 123 Ratings,7.6,97,null,12
The Great Invisible,http://www.metacritic.com/movie/the-great-invisible,The Great Invisible,92 min,null,METASCORE,http://www.metacritic.com/movie/the-great-invisible/critic-reviews,based on 15 Critics,72,12,3,0,User Reviews,http://www.metacritic.com/movie/the-great-invisible/user-reviews,null,tbd,1,0,0
Watchers of the Sky,http://www.metacritic.com/movie/watchers-of-the-sky,Watchers of the Sky,120 min,#31 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/watchers-of-the-sky/critic-reviews,based on 12 Critics,85,12,0,0,User Reviews,http://www.metacritic.com/movie/watchers-of-the-sky/user-reviews,null,tbd,1,null,1
Take Me to the River,http://www.metacritic.com/movie/take-me-to-the-river,Take Me to the River,95 min,null,METASCORE,http://www.metacritic.com/movie/take-me-to-the-river/critic-reviews,based on 11 Critics,56,4,7,0,User Reviews,http://www.metacritic.com/movie/take-me-to-the-river/user-reviews,based on 5 Ratings,4.4,1,null,2
Last Days in Vietnam,http://www.metacritic.com/movie/last-days-in-vietnam,Last Days in Vietnam,98 min,#23 Best Movie of 2014,METASCORE,http://www.metacritic.com/movie/last-days-in-vietnam/critic-reviews,based on 19 Critics,86,18,1,0,User Reviews,http://www.metacritic.com/movie/last-days-in-vietnam/user-reviews,based on 30 Ratings,7.7,24,null,5
A Will for the Woods,http://www.metacritic.com/movie/a-will-for-the-woods,A Will for the Woods,93 min,null,METASCORE,http://www.metacritic.com/movie/a-will-for-the-woods/critic-reviews,based on 4 Critics,54,1,3,0,User Reviews,http://www.metacritic.com/movie/a-will-for-the-woods/user-reviews,null,tbd,null,null,null
